1	ABAT
2	ABHD10
3	ACAA1
4	ACAT1
5	ACAT2
6	ACO2
7	ACOT13
8	ACP1
9	ACYP2
11	ALDH5A1
13	ANXA3
14	ANXA6
16	AUH
18	NAXD
21	CNRIP1
25	CPNE1
28	CRMP1
29	CTBP1
32	DCXR
34	DLD
35	DPYSL2
36	DPYSL3
37	DPYSL4
38	DPYSL5
39	DTD1
40	ECH1
41	ECHS1
43	EIF3L
46	ETFB
51	GABARAPL2
52	GAPDH
55	GRB2
56	GSS
57	HADH
61	HSP90AA1
62	HSP90AB1
63	HSP90AB4P
64	HSP90B1
66	HSPA8
67	HSPA9
72	RUBCNL
73	LANCL1
74	LASP1
77	MAT2B
79	MCTS1
80	MDH2
83	NDUFS4
85	NIF3L1
91	PDCD6
94	PKM
96	PPIB
100	PTPN11
104	S100A13
105	SARS
106	SDHA
109	SOD2
111	SSBP1
112	STIP1
116	SYN1
117	A0A087WW96
119	TMEM30A
121	UBE2V2
123	UQCRC2
10	ALDH3A2
12	ANXA11
15	ANXA7
17	CACYBP
19	CCT4
20	CIRBP
23	COPS5
24	CPLX3
26	CPNE5
30	CYCS
31	DCTN5
33	DECR1
44	EPDR1
45	ERP29
47	FAF2
48	FKBP3
50	FUS
53	RACK1
54	GPS1
58	HAGH
68	A0A087WZW8
69	ISCU
70	ITGB8
71	KHSRP
75	MAP6D1
76	MAPT
78	MBP
82	NDUFA7
84	NDUFS5
86	NIPSNAP3A
87	NIPSNAP3B
89	PABPC1
90	PDAP1
92	PEF1
93	PITHD1
95	PLD3
99	PRPSAP2
102	RPLP1
103	RPS12
107	SEPTIN11
108	SH3BGRL2
110	SRI
113	STMN1
114	STMN2
120	TXNL1
122	UQCRB
124	VPS13C
60	HP
65	HSPA6
42	EEF1A2
49	FTH1
81	NAP1L1
98	PPP5C
101	RAB27B
115	STX4
22	CNTN2
27	CRAT
59	HNRNPL
97	PPIL1
88	NUDC
118	TK2
